document_id,url,title,published_date,topics,word_count,event_candidates,person_candidates,selection_reason,is_press_release_gold,reviewer,reviewer_notes
097578a25662d626ba67,https://www.ice.gov/news/releases/california-man-accused-doxxing-ice-employee-now-custody,,,,0,0,0,quarantine,,,
0a3358b33a7b473bf36b,https://www.ice.gov/news/releases/2-naturalized-us-citizens-disrespect-legal-immigration-process-harboring-illegal,,,,0,0,0,quarantine,,,
10fe3a93f9f74dd4a59b,https://www.ice.gov/news/releases/arizona-man-sentenced-85-years-attempt-engage-child-sex-following-ice-tucson,,,,0,0,0,quarantine,,,
15583ecbe845cc51f604,https://www.ice.gov/news/releases/10-suspects-charged-july-4-attack-texas-ice-detention-facility,,,,0,0,0,quarantine,,,
1d2988afb901e792624b,https://www.ice.gov/news/releases/4-chinese-nationals-sentenced-roles-complex-fraud-scheme-following-multiagency,,,,0,0,0,quarantine,,,
220aba51b2f632fab9b5,https://www.ice.gov/news/releases/aliens-involved-road-rage-incident-charged-firearms-offenses-following-multi-agency,,,,0,0,0,quarantine,,,
226782c03fcd216a2ae6,https://www.ice.gov/news/releases/caribbean-trafficking-leader-criminal-organization-sentenced-nearly-5-years-firearms,,,,0,0,0,quarantine,,,
25337143f99f5309e3fa,https://www.ice.gov/news/releases/3-illegal-aliens-arrested-southeast-texas-following-execution-search-warrant,,,,0,0,0,quarantine,,,
2aea4da4f6a21e707f08,https://www.ice.gov/news/releases/cameroonian-citizen-believed-be-living-canada-wanted-elder-fraud-money-laundering,,,,0,0,0,quarantine,,,
2e18b63c640d4f870744,https://www.ice.gov/news/releases/53-members-criminal-organization-known-las-farc-charged-drug-trafficking-and-firearms,,,,0,0,0,quarantine,,,
347b467fcd873a1418b5,https://www.ice.gov/news/releases/8-venezuelan-illegal-aliens-ties-tren-da-aragua-are-charged-transnational-commercial,,,,0,0,0,quarantine,,,
39d4cf5e525054db3b88,https://www.ice.gov/news/releases/child-predator-arrests-human-trafficking-highlight-most-viewed-articles-2015,,,,0,0,0,quarantine,,,
3b030cc5a25a7fdc5f49,https://www.ice.gov/news/releases/arrests-foreign-nationals-made-electronic-benefit-transfer-card-fraud-scheme,,,,0,0,0,quarantine,,,
43d329ab98706a0220f9,https://www.ice.gov/news/releases/canadian-national-ice-custody-passes-away,,,,0,0,0,quarantine,,,
44d16484ecdaaf94d129,https://www.ice.gov/news/releases/11-charged-florida-marriage-fraud-scheme-targeting-us-service-members,,,,0,0,0,quarantine,,,
471555401f2b8dee5489,https://www.ice.gov/news/releases/2-ms-13-members-sentenced-racketeering-following-ice-new-england-partner,,,,0,0,0,quarantine,,,
498ad9636d52ccaeda08,https://www.ice.gov/news/releases/acting-ice-director-todd-m-lyons-statement-benjamin-hanil-songs-arrest,,,,0,0,0,quarantine,,,
49fc1e411f2b71d75e2f,https://www.ice.gov/news/releases/2-drug-dealers-sentenced-murder-following-ice-hsi-investigation-florida,,,,0,0,0,quarantine,,,
50743e36aea519ce5993,https://www.ice.gov/news/releases/100-days-record-breaking-immigration-enforcement-us-interior,,,,0,0,0,quarantine,,,
562d46d800847981696d,https://www.ice.gov/news/releases/395m-counterfeit-sports-merchandise-seized-ahead-super-bowl-lix,,,,0,0,0,quarantine,,,
60b507e7d4e4ef60a625,https://www.ice.gov/news/releases/british-national-indicted-organized-multi-state-fraud-and-money-laundering-scheme,,,,0,0,0,quarantine,,,
67fa5128c0e91dc90a8a,https://www.ice.gov/news/releases/16-charged-sweeping-houston-based-multimillion-dollar-illegal-gambling-money,,,,0,0,0,quarantine,,,
705cdbe25e92d4c6355b,https://www.ice.gov/news/releases/california-and-colorado-women-found-guilty-stalking-ice-officer,,,,0,0,0,quarantine,,,
765159179f970d4266d0,https://www.ice.gov/news/releases/3-violent-ms-13-gang-members-custody-following-ice-new-york-city-operation,,,,0,0,0,quarantine,,,
780cb435f61c8500779f,https://www.ice.gov/news/releases/15-suspected-gang-members-indicted-drug-trafficking-scheme,,,,0,0,0,quarantine,,,
7e9ce30bb9877b791d93,https://www.ice.gov/news/releases/3-ice-officers-are-heroes-after-rescuing-motorist-burning-car-illinois,,,,0,0,0,quarantine,,,
801ee1471fbcf5e4ae3f,https://www.ice.gov/news/releases/4-sentenced-federal-prison-cocaine-conspiracy-involving-89-kilograms,,,,0,0,0,quarantine,,,
949d4ee94c906952479d,https://www.ice.gov/news/releases/4-time-removed-twice-convicted-criminal-alien-sentenced-1-year-illegal-reentry,,,,0,0,0,quarantine,,,
97d341b9210d8c80dc23,https://www.ice.gov/news/releases/2-texas-women-indicted-kidnapping-abuse-and-forced-child-labor,,,,0,0,0,quarantine,,,
9f75e410305b8be6e984,https://www.ice.gov/news/releases/5-37-fugitives-expelled-mexico-were-targets-ice-el-paso-investigation-foreign,,,,0,0,0,quarantine,,,
a2bb031dcccf95d3b6b4,https://www.ice.gov/news/releases/acting-ice-director-todd-m-lyons-statement-illegal-alien-shooting-cbp-officer,,,,0,0,0,quarantine,,,
a2fa6ad913bfb00071ef,https://www.ice.gov/news/releases/6-time-removed-twice-convicted-mexican-national-charged-illegal-reentry,,,,0,0,0,quarantine,,,
a7fc3e14e00fbb651bf2,https://www.ice.gov/news/releases/4-illegal-aliens-charged-firearms-offenses-result-ice-las-cruces-and-atf,,,,0,0,0,quarantine,,,
b303aa5ed7177cdc4167,https://www.ice.gov/news/releases/career-criminal-illegal-alien-ice-custody-passes-away-local-hospital,,,,0,0,0,quarantine,,,
b424e2a5b8eb9a98327e,https://www.ice.gov/news/releases/colombian-national-dies-after-being-found-unresponsive-ice-custody-phelps-county-jail,,,,0,0,0,quarantine,,,
beea857b35ad7daec900,https://www.ice.gov/news/releases/california-man-arrested-charged-making-fake-ids-doordash-drivers-following-ice,,,,0,0,0,quarantine,,,
cb91c8ef310ea5db30ee,https://www.ice.gov/news/releases/child-exploitation-task-force-seizes-10-million-images-videos-second-year-sends-stern,,,,0,0,0,quarantine,,,
d525395ed44dfc3fc601,https://www.ice.gov/news/releases/7-connecticut-gang-members-charged-murder-and-racketeering-offenses,,,,0,0,0,quarantine,,,
d5fc49ea9ffa00a183de,https://www.ice.gov/news/releases/6-foreign-nationals-indicted-illegal-reentry,,,,0,0,0,quarantine,,,
d6f13d20b38619a7d6a4,https://www.ice.gov/news/releases/25-canadian-nationals-connected-nationwide-multi-million-dollar-grandparent-scam,,,,0,0,0,quarantine,,,
d706530cbf6f823aa503,https://www.ice.gov/news/releases/2-hondurans-indicted-transporting-minors-across-state-lines-sexual-activity,,,,0,0,0,quarantine,,,
da0396c3f39642dfdddf,https://www.ice.gov/news/releases/canadian-citizen-charged-unlawful-aerial-photography-defense-installation,,,,0,0,0,quarantine,,,
dfe431088e26430419b0,https://www.ice.gov/news/releases/caribbean-arms-trafficking-ringleader-charged-conspiracy-smuggle-firearms-us,,,,0,0,0,quarantine,,,
e9f07adbabd92f3a7e60,https://www.ice.gov/news/releases/287g-partnership-between-ice-and-ma-department-corrections-keeps-criminal-alien,,,,0,0,0,quarantine,,,
ea0343c009bb41c75c00,https://www.ice.gov/news/releases/21-illegal-aliens-arrested-bay-leon-county-targeted-operation,,,,0,0,0,quarantine,,,
ed3a7ca3e96841c47794,https://www.ice.gov/news/releases/colorado-fentanyl-dealer-sentenced-texas-20-years-federal-prison-following-ice-el,,,,0,0,0,quarantine,,,
ed44c5e9b13961f754ce,https://www.ice.gov/news/releases/12-arrested-south-texas-worksite-enforcement-operation-ice-rio-grande-valley-federal,,,,0,0,0,quarantine,,,
f53a3f533b5eafae2b13,https://www.ice.gov/news/releases/2-mexican-nationals-defendants-ice-cases-secured-arizona,,,,0,0,0,quarantine,,,
f739513657f070d18faa,https://www.ice.gov/news/releases/caught-camera-ice-arrests-violent-protesters-who-threatened-federal-law-enforcement,,,,0,0,0,quarantine,,,
